userid,itemid,weekday,domain,sales_chart,sales_rank,brand,price,user_pos_1month_seq,user_neg_1month_seq,user_pos_2month_seq,user_neg_2month_seq,user_pos_6month_seq,user_neg_6month_seq,label,timestamp
2159611,696342,2,19,34,9,6650,4,[],[],[98303],[],"[442716, 98303]",[],0,1520985600
1029425,626524,4,19,34,9,11626,4,[],[1153948],[],[1153948],[],"[887082, 1153948]",1,1525392000
2433435,765039,6,19,34,9,13462,3,[],[],[],[],[],[],0,1509235200
2305794,414411,4,19,34,9,1788,3,[336442],[],"[362316, 1297767, 362316, 664025, 336442]",[781773],"[362316, 1297767, 362316, 664025, 336442]",[781773],1,1506038400
749331,1283988,3,19,34,9,416,5,[],[],[],[],[],[],0,1503532800
2599554,1202048,2,19,34,9,6834,6,[],[],[],[],[],[],0,1507680000
860353,1307379,2,19,34,9,2062,3,[],[],[],[],[],[],0,1527638400
223009,1027290,0,19,34,9,9739,6,[],[],[],[],[],"[291003, 725538, 1230559]",1,1527465600
690843,925720,3,19,34,9,11626,6,[],[],[],[],[],[],1,1515628800
1350085,903134,5,19,34,9,6970,4,[],[],[458787],[],"[976230, 776037, 458787]","[659969, 651107]",1,1520640000
828355,914851,4,19,34,9,3819,4,[],[],[],[517532],[],[517532],0,1509062400
2543882,1173048,3,19,34,9,2383,3,"[13830, 438399, 612013, 1296402]",[557766],"[421247, 812322, 13830, 438399, 612013, 1296402]","[1291282, 557766]","[62194, 239051, 421247, 812322, 13830, 438399, 612013, 1296402]","[1291282, 557766]",1,1513814400
2295905,487672,1,19,34,9,17316,1,[],[],[],[],[],[],0,1506384000
532528,698447,2,19,34,9,7830,3,[],[],[],[],"[525367, 1356546, 693765, 516132, 1202673, 1224883, 635077, 841273]",[742851],1,1526428800
2207607,315277,4,19,34,9,15632,4,[408073],[],[408073],[],"[295827, 408073]",[679985],1,1523577600
2005487,554198,1,19,34,9,2840,5,"[39524, 973613, 380979]","[426380, 426379, 389764, 325624, 325642, 624915]","[39524, 973613, 380979]","[426380, 426379, 389764, 325624, 325642, 624915]","[39524, 973613, 380979]","[426380, 426379, 389764, 325624, 325642, 624915]",1,1509408000
1242327,1008694,1,19,34,9,2757,4,[],[],[],[],"[905721, 792308, 480989, 593600, 1099147]","[816518, 115188, 1204676]",1,1532390400
2586024,864071,3,19,34,9,2383,3,[],[],[],[901505],[],[901505],0,1512604800
1434067,1303721,6,19,34,9,9544,4,[],[],[],[],[1112439],[],1,1529193600
379866,397911,2,19,34,9,15142,4,[],[],[],[],[],[],1,1511913600
2732055,1218858,5,19,34,9,12529,4,[],[],[],[],[],[],1,1532736000
358288,1308986,1,19,34,9,776,0,[],[],[],[],[],[],1,1522713600
1203386,268369,2,19,34,9,11626,4,[],[],[],[],[],[],1,1502841600
1371957,1112266,1,20,37,7,14508,3,[],[],[],[],[],[],0,1510617600
1365817,591028,3,20,37,4,3521,4,[],[],[],[],[],[415205],0,1524096000
2900630,611423,3,20,37,7,11626,0,[],[],[],[],[],[],1,1503532800
462125,284152,5,20,37,7,5536,3,"[943366, 836588, 1358685, 648682, 943675]",[],"[1202048, 961057, 1167970, 737959, 1082565, 320195, 379310, 273138, 395207, 943366, 836588, 1358685, 648682, 943675]","[768344, 424661, 1132277, 1347245]","[540867, 298133, 1103424, 1022856, 1204875, 715121, 1217244, 846109, 285298, 1059318, 721614, 1136296, 947446, 996822, 585162, 748747, 1202048, 961057, 1167970, 737959, 1082565, 320195, 379310, 273138, 395207, 943366, 836588, 1358685, 648682, 943675]","[426866, 1151802, 1307315, 1027324, 768344, 424661, 1132277, 1347245]",1,1524268800
2452960,316000,0,20,37,8,5523,4,[],[],[],[],[],[],1,1503273600
2344857,290286,6,20,34,9,6187,3,[],[],[835420],[],[835420],[],0,1512259200
2766247,688951,0,20,37,7,12627,4,[],[],"[876419, 729135, 311873, 885844, 1182989]",[942430],"[615839, 283062, 582643, 49863, 876419, 729135, 311873, 885844, 1182989]","[823336, 403452, 942430]",1,1519603200
2734846,393504,1,20,37,8,9957,3,[],[],[],[],"[1134256, 521076, 1063730, 395371, 1319646]",[454455],1,1515456000
1800867,276635,6,20,34,9,1859,3,[],[],[],[],"[54808, 507586, 772885, 14678, 56092, 8841, 1098895, 904408]","[74426, 86318]",1,1520726400
1856172,791846,1,20,37,7,13973,5,[],[],[],[],[],[],0,1503360000
1111602,787541,0,20,37,6,1472,5,[],[],[],[],[],[],1,1502668800
191674,1019816,5,20,37,7,11626,4,[],[],[],[],[],[],0,1526083200
2073823,617270,0,20,37,4,13149,1,[],[],[],[],[],[],1,1503273600
1344205,838957,1,20,37,6,11626,4,[],[],[],[],[],[],0,1529971200
1526173,843297,4,20,37,9,11626,3,[],"[1052733, 294519]",[],"[1052733, 294519]",[],"[1052733, 294519]",0,1506038400
1583652,286551,2,20,37,7,12627,4,[],[],[],[],[],[],0,1525824000
1487943,367189,4,20,37,5,15140,5,"[1227325, 1265424]",[],"[1227325, 1265424]",[],"[853272, 438781, 298869, 593953, 873309, 445391, 1267980, 1003840, 1227325, 1265424]",[],1,1517529600
329810,350592,2,20,34,9,11626,6,[],[],[],[],"[1271889, 577979]",[],1,1519171200
1336886,873691,5,20,37,7,1071,5,[],[],[],[],[],[],1,1515801600
1334298,283064,0,20,37,5,10449,3,[],[],[],[],[],[],0,1511740800
1555962,444243,5,20,37,9,4588,1,[],[],[],[],[],[],0,1515801600
889843,614425,6,20,37,9,15496,4,[],[],[],[],[],[999785],1,1522540800
2390223,286551,3,20,37,7,12627,4,[],[],[],[],"[671727, 469531, 762123]",[909073],1,1525305600
2894227,1358693,0,20,37,9,12661,4,[],[],[],[],[],[293684],0,1531094400
2169763,1220083,2,20,37,9,13962,4,[],[],[],[],[],[],0,1520985600
277325,843979,0,20,37,7,20693,4,[],[],[],[],"[831628, 1193628]",[],1,1533513600
1340109,277692,6,20,37,7,7550,5,[],[],[],[],[],[],0,1509840000
1157526,276651,0,20,37,7,11384,3,[1024540],[],[1024540],[],[1024540],[],0,1510531200
2774057,555130,1,20,37,7,3423,5,"[277512, 529327]","[272225, 439829, 205613]","[277512, 529327]","[272225, 439829, 205613]","[277512, 529327]","[272225, 439829, 205613]",1,1523318400
1435774,366357,1,20,37,8,9259,5,"[1144132, 1187259, 1362894, 1055109, 203578, 1029686, 1066611, 945071, 1090263, 572917, 349932, 349932, 1308424]",[286699],"[1144132, 1187259, 1362894, 1055109, 203578, 1029686, 1066611, 945071, 1090263, 572917, 349932, 349932, 1308424]",[286699],"[1144132, 1187259, 1362894, 1055109, 203578, 1029686, 1066611, 945071, 1090263, 572917, 349932, 349932, 1308424]",[286699],1,1512432000
1695776,311228,2,20,37,9,10835,5,[],[],[],[],[],[],1,1524009600
466854,852856,3,20,37,6,6960,4,[],[],[],[],"[7026, 564270, 1089815, 468295, 693167, 735885]",[128836],1,1533168000
2516107,1090263,6,20,37,9,8804,4,"[506066, 368502, 368502, 1308290, 1240089]","[1326553, 790843, 702663, 512575, 1363686, 1117935, 341522, 852602, 583042, 1353521, 591776, 997998, 1131283, 1065168, 1356643, 572354]","[506066, 368502, 368502, 1308290, 1240089]","[1326553, 790843, 702663, 512575, 1363686, 1117935, 341522, 852602, 583042, 1353521, 591776, 997998, 1131283, 1065168, 1356643, 572354]","[506066, 368502, 368502, 1308290, 1240089]","[1326553, 790843, 702663, 512575, 1363686, 1117935, 341522, 852602, 583042, 1353521, 591776, 997998, 1131283, 1065168, 1356643, 572354]",0,1505001600
712916,335639,6,20,34,9,11626,4,[],[],[],[],[377853],"[1300432, 855706]",1,1520726400
2804037,286757,0,20,37,5,6214,6,[584579],[],"[1021124, 584579]",[],"[1021124, 584579]",[1154120],1,1516579200
596538,602041,1,20,37,4,11626,5,[],[],[],[],[],[],1,1507593600
1628697,809658,3,20,37,8,2163,4,[],[],[],[],[1131800],[],0,1515628800
603906,935827,5,20,37,9,11626,6,[],[],[832031],[],"[860832, 499027, 854091, 832031]",[],1,1523059200
1386884,801107,1,20,37,9,11626,5,[],[],[],[],[],[],0,1520294400
2172072,284142,5,20,37,8,8804,4,[],[],[],[],[],[],1,1505520000
2774693,568978,0,20,37,9,9615,4,[],[],[],[],[],[],0,1513555200
198715,880529,3,20,37,8,11626,3,[],[],[],[],[808978],[228248],1,1516233600
1553232,649156,0,20,37,7,11626,3,"[1214067, 1020480]",[828392],"[1214067, 1020480]",[828392],"[1328726, 322731, 1142168, 1348064, 803753, 780490, 1221003, 432088, 1214067, 1020480]","[1167083, 1040068, 828392]",1,1515369600
50359,1301249,1,20,37,8,11626,5,[],[],[],[],[],[],1,1516060800
1187371,604024,0,20,37,6,7968,4,[],[],[],[],[],[],0,1516579200
1427332,327174,0,20,37,7,6960,4,[],[],[],[],"[927544, 695916, 750066]",[284154],1,1524441600
2336342,480173,2,20,37,8,7549,6,[],[],[],[],[],[],0,1522800000
1514541,888101,4,20,37,6,11626,5,[],[],[],[],[],"[94670, 1082940]",0,1518739200
757303,542842,5,20,34,9,9828,4,"[817427, 527092]","[299684, 323644, 900163, 1277721, 921093, 899309, 348165, 888643, 1175622, 292819]","[817427, 527092]","[299684, 323644, 900163, 1277721, 921093, 899309, 348165, 888643, 1175622, 292819]","[817427, 527092]","[1227276, 299684, 323644, 900163, 1277721, 921093, 899309, 348165, 888643, 1175622, 292819]",1,1514592000
342114,797596,4,20,37,8,15305,4,[],[],[],[],[],[],0,1518739200
2781077,800595,6,20,37,6,11626,3,[1104642],[],[1104642],[],"[699116, 999084, 1104642]",[],1,1532217600
237539,1198042,3,20,37,7,20662,4,[],[],[],[],[],[],0,1530144000
2608183,773067,0,20,37,9,6559,1,[],[],[],[],"[627222, 126411]",[1240479],1,1522022400
2489986,330125,4,20,37,7,6727,4,[],[],[],[],[],[],1,1504828800
1976355,1285747,4,20,37,9,11626,4,[],[],[],[],[],[],0,1505433600
147968,735399,2,20,37,7,10835,3,[],[590999],[217585],"[136198, 590999]","[273342, 217585]","[136198, 590999]",0,1514332800
2264577,443054,6,20,37,9,10014,4,"[391453, 207862]",[1233828],"[391453, 207862]",[1233828],"[391453, 207862]",[1233828],1,1509840000
1180844,349646,4,20,37,10,12773,4,[284316],[],[284316],[],"[983517, 284316]","[416204, 841755, 555575, 1362339]",1,1513900800
1008244,335261,6,20,37,8,16286,4,[],[],[],[],[],[],0,1510444800
2488742,622179,0,20,37,9,13962,3,[],[],[],[],[],[],1,1509321600
2579737,1000412,0,20,37,7,17114,3,[],[],[],[],[],[1033951],1,1524441600
37867,298120,4,20,37,6,2128,5,[],[],[],[],[],[],0,1515715200
2767420,835841,1,20,37,9,5433,3,[],[],[],[],[],[],0,1532390400
1421250,547404,2,20,37,8,7247,4,[],[],[],[],[],[],0,1516752000
662100,1182344,2,20,37,8,11626,4,[670245],"[842673, 1282200]","[730269, 670245]","[842673, 1282200]","[730269, 670245]","[842673, 1282200]",1,1506470400
1155999,971378,3,20,37,8,6261,5,[],[154462],[],[154462],[],[154462],1,1525305600
1071216,1110424,6,20,37,8,10444,6,[576163],[],[576163],[],"[535540, 576163]",[1147480],1,1526774400
2174461,401424,2,20,37,8,13189,5,[],[],[],[],[],[],0,1509494400
1584114,1365291,6,20,37,9,11626,4,[],[],[],[],[],[],1,1507420800
356030,792109,1,20,39,9,1113,6,[],[],[],[],[1155044],"[322687, 1247211, 1258327]",1,1532390400
2114069,357371,5,20,37,9,12601,3,"[571164, 1116923, 465062, 746070, 281694, 534504, 354260, 354260, 523807, 722165, 441048, 1221182, 1341543]",[],"[571164, 1116923, 465062, 746070, 281694, 534504, 354260, 354260, 523807, 722165, 441048, 1221182, 1341543]",[],"[571164, 1116923, 465062, 746070, 281694, 534504, 354260, 354260, 523807, 722165, 441048, 1221182, 1341543]",[],1,1505520000
2641485,455420,4,20,37,7,16247,5,[],[],[],[],"[356656, 416463, 1014543, 1153026, 356656, 285512]",[1263553],1,1518739200
514633,284118,4,20,37,7,5156,6,"[1361725, 284385, 323346, 1222343, 337059, 329012, 1139991, 1212721, 1303737, 402770, 640516, 500461, 1282067, 431282, 776215, 577777, 682740]","[283090, 618025, 1269101, 402809]","[1316874, 1316791, 315513, 1368172, 287038, 563438, 1361725, 284385, 323346, 1222343, 337059, 329012, 1139991, 1212721, 1303737, 402770, 640516, 500461, 1282067, 431282, 776215, 577777, 682740]","[350801, 350801, 1190050, 388345, 388341, 1194566, 951299, 283090, 618025, 1269101, 402809]","[283020, 1316874, 1316791, 315513, 1368172, 287038, 563438, 1361725, 284385, 323346, 1222343, 337059, 329012, 1139991, 1212721, 1303737, 402770, 640516, 500461, 1282067, 431282, 776215, 577777, 682740]","[943068, 355421, 355421, 651946, 744378, 639404, 867547, 437301, 350801, 350801, 1190050, 388345, 388341, 1194566, 951299, 283090, 618025, 1269101, 402809]",1,1524182400
32477,1054684,1,20,27,5,8094,5,[],[],[],[],[],[],0,1513641600
82952,970280,3,20,37,8,11626,7,[],[],[],[],[],[],1,1512604800
1988173,997611,4,20,37,9,11626,4,[],[],[],[],[],[],1,1516924800
2118029,1130741,3,20,37,4,11626,4,[],[],[],[],[],[],0,1505347200
490404,462515,2,20,37,8,6264,4,[],[],[],[],[],[273356],1,1511913600
2077534,446990,3,20,37,9,13346,0,[1292703],[],[1292703],[],[1292703],[],1,1515024000
1151094,774833,0,20,37,6,8804,5,[],[],[],[],[],[],0,1514160000
1895225,719063,1,20,37,8,14583,3,[],[],[],[],[],[],0,1523318400
1420278,1199331,4,20,37,9,14854,5,[],[],[],[],[],[],1,1524182400
217501,701595,2,20,37,7,11626,3,[],[],[],[],[],[],0,1514937600
664413,288753,2,20,37,7,3139,3,[],[],[],[],[],[],1,1513728000
542161,276653,5,20,37,8,17332,4,[],[],[],[],[],[],0,1512777600
1445189,297789,4,20,37,0,4677,4,[],[],[],[],"[912888, 820966, 985498]",[1085913],0,1513900800
1268324,614938,1,20,37,8,3049,4,[],[],[],[],[],[577716],1,1513036800
446605,895404,3,20,37,9,9395,1,[],[],[],[],[],[],0,1505952000
2156445,996459,5,20,37,5,11626,5,[],[],[],[],[],[],1,1504310400
2868939,283063,4,20,37,6,10449,3,[],[],[],[],[],[],1,1520553600
666812,298188,2,20,37,6,12627,4,[],[],[],[],"[931226, 1044748, 1217747]",[949755],1,1524614400
2296083,375686,2,20,37,7,4679,4,[],[],[],[],[],[],1,1507680000
590084,465186,4,20,37,8,4668,6,[],[851820],[],[851820],[],[851820],0,1513296000
1896381,1161761,5,20,37,6,11626,5,[],[],[],[],[],[],1,1518825600
1739059,278706,2,20,37,7,11736,1,[],[],[],[],[],[],0,1506470400
2071140,377092,5,20,37,6,20966,5,[],[],[650421],[],"[832366, 53780, 650421]",[],0,1517011200
2649765,908378,0,20,37,9,7696,6,[],[],[],[],[],[],0,1507507200
1073304,1142501,4,20,37,6,11626,5,[],[],[],[990828],[],[990828],1,1510272000
1329997,654250,3,20,37,5,5920,0,[],[],[],[],[],[],0,1515628800
2798522,462515,0,20,37,8,6264,4,[1141012],[],[1141012],[],[1141012],[],0,1507507200
2378158,1234673,2,20,37,8,11626,4,[],[],[],[],[],[],1,1504656000
1117310,852507,2,20,37,9,11626,4,[],[],[],[],"[1273941, 1131767, 813345]","[626441, 601051]",1,1528848000
1178430,286257,6,20,37,8,6776,4,"[714554, 286265, 1254684, 705616, 1267870]",[1335072],"[714554, 286265, 1254684, 705616, 1267870]",[1335072],"[553610, 1159296, 672937, 866703, 811894, 1276496, 626942, 714554, 286265, 1254684, 705616, 1267870]","[1353549, 702730, 620866, 1265798, 362112, 362112, 392412, 1335072]",1,1523145600
933475,460967,1,20,37,8,9957,4,[],[],[511238],[],[511238],[],0,1516060800
534832,321324,3,20,37,9,5580,3,[],[],[1282772],[],[1282772],[],1,1512000000
207254,767225,6,20,37,6,11435,4,[],[],[],[],[],[843981],0,1512259200
2813057,749628,3,20,37,9,13665,4,[],[],[135151],[885042],[135151],[885042],1,1528934400
2800254,539899,4,20,37,4,12503,4,[],[],[],[],[],[],1,1506643200
997334,283253,0,20,37,6,11729,4,[],[],[],[501784],[],[501784],0,1513555200
2471044,728701,3,20,37,3,12217,4,[],[],[],[],[],[865497],0,1526515200
764556,286697,4,20,37,4,11626,4,[],[],[],[],[],[],1,1518134400
2465492,1202955,3,20,37,5,22088,4,[],[],[],[],[],[],1,1510185600
2794300,284270,1,20,37,9,5431,3,[],[],[],[],[],[621766],1,1511827200
2555943,774309,0,20,37,6,11626,4,[],[],[],[],[],[],1,1529280000
2200461,361296,2,20,4,7,7441,4,[],[],[],[],[],[],1,1510704000
491467,1225062,6,20,37,7,3049,4,"[1108304, 516406]",[493076],"[1108304, 516406]",[493076],"[990828, 671580, 1108304, 516406]","[244614, 173899, 493076]",0,1523145600
1768361,735399,2,20,37,7,10835,3,[],[],[],[],[],[],0,1523404800
1758062,1023789,3,20,37,9,5007,4,[],[],"[397083, 1164151, 459668]","[1093474, 1249721]","[397083, 1164151, 459668]","[1093474, 1249721]",0,1510790400
1140034,1353998,6,20,37,9,11626,4,[],[],[],[],[],[],0,1516492800
742139,667834,3,20,37,10,11626,5,[],[],[],[],[],[],0,1524700800
677638,1066611,5,20,37,5,17354,3,[],[],[],[],[],[],1,1518825600
1128871,854898,2,20,37,8,12619,3,[],[],[],[],[],[],1,1508284800
242575,1229966,5,20,37,7,11626,5,[],[],[],[],[],[],1,1515801600
1022914,912532,6,20,37,8,15095,4,"[1028748, 1028749, 736734]",[750272],"[1028748, 1028749, 736734]",[750272],"[883457, 1280674, 1028748, 1028749, 736734]",[750272],1,1530403200
256679,355187,1,20,37,9,13179,4,[],[],[],[],[],[],0,1502755200
2477034,817020,5,20,37,5,769,4,[190756],[223399],[190756],"[231068, 223399]","[36493, 1182579, 461955, 190756]","[1039811, 575317, 38456, 231068, 223399]",1,1512777600
128392,439303,3,20,37,8,9957,3,[],[],[],[],[],[],0,1502928000
1115589,942845,3,20,37,8,11626,5,[],[],[],[],[],[],1,1529539200
153210,863649,6,20,37,9,12627,4,[469659],[],[469659],[286552],"[907347, 606976, 1266759, 923270, 659602, 707965, 469659]","[598768, 530575, 929275, 275587, 386057, 390456, 1067332, 652863, 1239366, 286552]",0,1524960000
913246,934037,1,20,37,7,21768,5,[],[],[],[],[],[499059],0,1534204800
1736668,1118076,1,20,37,5,11626,5,[683537],[],[683537],[],"[830889, 683537]","[697322, 720485, 1274391]",1,1531785600
1023633,1298789,1,20,37,9,12297,4,[1078669],[],[1078669],[],[1078669],[],0,1527552000
1767260,276621,2,20,37,6,7550,4,[],[],[],[],[],[475847],0,1525219200
2182685,536920,4,20,37,6,12621,3,[],[],[],[],[901477],[],0,1522972800
1172355,1297166,4,20,37,9,11626,0,[],[1060412],[],[1060412],[],[1060412],1,1504828800
825026,414963,1,20,37,5,13191,4,[],[],[],[],[],[],1,1526947200
1608723,285799,4,20,37,9,11503,4,"[354270, 223712, 653568, 1164159, 591188, 1224906, 284223]",[],"[354270, 223712, 653568, 1164159, 591188, 1224906, 284223]",[],"[354270, 223712, 653568, 1164159, 591188, 1224906, 284223]",[],1,1515715200
1686544,707312,5,20,37,8,5950,4,[],[],[],[],[],[],1,1503100800
1775256,1004601,2,20,37,8,11626,4,[],[],[],[737517],[],[737517],0,1514332800
1916909,973655,6,20,37,5,6264,3,[],[],[],[],[],"[462515, 284144]",0,1530403200
1206456,848241,0,20,37,8,2937,4,[],[],[],[],[],[],1,1519603200
2497779,285102,2,20,37,8,6112,4,[],[],[],[],[],[854157],0,1519171200
1797841,608931,2,20,37,9,21729,4,[],[],[],[],[],[],1,1505865600
208836,711015,0,21,39,7,10418,3,[],[],"[1059792, 978302]",[1160794],"[1059792, 978302]",[1160794],0,1528675200
2057555,592475,3,21,39,8,2927,5,[1007588],[],[1007588],[],"[483917, 625656, 995012, 1052069, 1055389, 682622, 721500, 594783, 816024, 418160, 1007588]",[532887],1,1510790400
2633985,291360,6,21,39,6,1840,6,[],[],[],[],[],[],1,1520726400
742500,280453,6,21,39,9,6181,4,[],[],[],[],[],[991383],0,1514073600
1293112,1065450,0,21,39,6,11626,3,[],[],[],[],[],[],1,1523232000
1617979,851488,6,21,39,8,9937,5,[1197906],[],[1197906],[],[1197906],[],1,1504396800
1420860,756519,1,21,34,9,3581,3,[],[],[],[],[],[],1,1503964800
2492241,757490,1,21,39,6,13543,4,[],[],[],[],[],[],0,1523923200
2415040,1006676,0,21,34,9,11626,4,[],[],[],[],[],[],0,1503273600
1900521,1134378,2,21,39,9,11626,3,[],[],[],[],[],[],1,1524009600
2673758,299647,3,21,39,8,7606,4,[],[],"[286642, 465127]",[],"[286642, 465127]",[],1,1525305600
1883476,1059835,1,21,34,9,13092,8,[],[],[],[],[],[],0,1513036800
2824655,571245,2,21,39,8,7060,4,[],[1098494],[],[1098494],[],[1098494],1,1509494400
635897,339363,4,21,14,10,22200,4,[],[],[],[],[],[],0,1509667200
2525187,473258,2,21,34,9,11626,7,[],[],[],[],[],[],1,1506470400
2737606,366124,6,21,39,7,2488,4,[],[],[],[],[],[],0,1506816000
2525020,1154530,3,21,39,7,9733,4,[],[],"[456547, 646129, 560282, 505848, 1072029, 321582, 585060, 726106, 893118, 285131, 72224]",[],"[853220, 655709, 565035, 326966, 370951, 379383, 526856, 456547, 646129, 560282, 505848, 1072029, 321582, 585060, 726106, 893118, 285131, 72224]",[936651],1,1524096000
1879992,1339879,2,21,39,7,21573,4,[],[],[],[],[],[],0,1514937600
1415969,840865,4,21,39,8,11626,5,[],[],[],[],"[620393, 277639, 271767, 271766, 1153429, 1264513]","[1262871, 833424, 752809, 1042843, 1300555]",1,1520553600
552343,1241793,4,21,39,7,11626,4,[],[],[],[],[],"[849218, 1064478]",0,1512086400
1666601,509236,0,21,34,9,11626,4,[],[],[],[],[],[],1,1509926400
1765753,1246675,6,21,39,8,5702,3,[],[],[],[],[],"[322399, 323112, 671063, 670667, 763655, 914899, 332652, 851506]",0,1532217600
371013,1037123,5,21,39,7,11626,3,[],[],[],[],[],[],0,1504310400
2238696,1024670,1,21,39,9,2515,4,[],[],[],[],[],[],1,1504569600
418256,292792,2,21,39,6,7322,4,[],[],[1353549],[],"[967605, 1353549]",[1015141],1,1509494400
2743128,385062,4,21,39,9,5804,4,[],[],[],[],[],[],1,1515110400
127040,933199,1,21,39,5,1096,3,[],[],[],[],[],[],1,1526947200
692415,471574,0,21,39,7,3117,7,[],[],[],[],[],[],1,1518998400
741605,360621,1,21,14,6,22200,5,[],[],[],[],[],[],0,1511827200
430505,1071196,3,21,39,7,11626,4,[],[],[],[],[],[],1,1530748800
1985808,333857,0,21,39,9,194,4,[],[],[],[],[],[],1,1506902400
409715,1348534,3,21,39,3,7843,6,[],[],[],[],[],[],0,1517443200
2816945,765342,6,21,34,9,5731,0,"[1355002, 543795]",[],"[1355002, 543795]",[],"[1355002, 543795]",[],1,1509235200
1556694,781000,1,21,39,8,3576,3,[],[],[],[],[963758],[],1,1517270400
1634162,280416,2,21,39,4,1097,5,[],[],[],[],[],[],1,1516752000
1049147,691207,2,21,39,8,545,5,[],[],[],[],[],[],0,1531872000
161837,326388,0,21,39,8,15360,5,[],[],[],[],[],[],1,1522627200
2846070,807610,6,21,39,7,11626,4,[],[],[],[],[],[],0,1523750400
995931,352883,6,21,39,9,6098,4,[],[],[],[],[],[],0,1512864000
1305570,402555,2,21,39,8,14919,5,[],[],[],[],[],[],0,1511913600
2603533,549245,6,21,39,7,21022,7,[],[],[],[],[],[],0,1513468800
520670,626068,6,21,39,9,340,5,[],[],[],[],[],[],0,1503187200
2287365,289017,2,21,39,6,11089,3,[],[],[],[],[],[],1,1510704000
2349341,945049,1,21,39,6,11626,5,[],[],[],[],[],[],1,1507593600
112669,1189131,2,21,39,6,11626,3,[],[],[],[],[],[],1,1514937600
1071168,1331131,5,21,39,7,11626,4,[],[],[],[],[],[1212653],0,1524268800
262689,384869,0,21,34,9,14827,4,[],[],[],[],[],[],1,1508112000
742686,449603,4,21,39,6,11330,4,[],[1025493],[],[1025493],[],[1025493],0,1509062400
2642070,889104,1,21,39,9,10705,4,[],[],[],[],[],[],0,1504569600
599049,948032,4,21,39,9,13101,4,[],[1221952],[],"[283063, 283074, 283052, 283064, 1221952]",[],"[1339810, 1129676, 1298048, 1183019, 280785, 1136285, 766898, 283063, 283074, 283052, 283064, 1221952]",0,1526601600
2110675,285661,0,21,34,9,14807,7,[841605],[284852],[841605],[284852],[841605],[284852],0,1522022400
2286712,311920,3,21,39,9,20836,4,[],[],[],[],[],[],0,1504742400
177543,518083,6,21,39,6,11626,3,[],"[898593, 1274966, 489325, 863139, 387695, 770675, 332429, 424139, 871792, 968288, 916938, 669582, 938432, 888028, 698580, 902687, 698763, 650366, 1144462, 1173942, 431254, 821556, 1039714, 803924, 1031731]",[],"[898593, 1274966, 489325, 863139, 387695, 770675, 332429, 424139, 871792, 968288, 916938, 669582, 938432, 888028, 698580, 902687, 698763, 650366, 1144462, 1173942, 431254, 821556, 1039714, 803924, 1031731]",[],"[898593, 1274966, 489325, 863139, 387695, 770675, 332429, 424139, 871792, 968288, 916938, 669582, 938432, 888028, 698580, 902687, 698763, 650366, 1144462, 1173942, 431254, 821556, 1039714, 803924, 1031731]",0,1519516800
825944,1158471,4,21,39,5,11626,4,[],[],[],[],[],[],0,1524182400
2225055,955366,2,21,39,10,11626,4,[],[],[],[],[],[],1,1527033600
2122949,1154515,3,21,39,8,9733,4,[],[],[],[],[],[],0,1533168000
42592,1059612,4,21,39,8,11626,1,[],[],[],[],[],[],1,1527206400
2250138,1245601,5,21,39,8,1007,3,[],[],[],[],[],[],1,1527897600
735158,1347192,5,21,39,8,11626,4,[],[],[],[],"[1300011, 450288]",[],0,1532736000
923968,1020904,6,21,39,10,15854,6,[],[],[],[],[],[],0,1532217600
1030635,902915,6,21,39,7,11026,4,"[1268173, 661734, 831228]",[],"[1268173, 661734, 831228]",[],"[1268173, 661734, 831228]",[],0,1513468800
285061,641444,1,21,39,8,11626,4,[],[],[],[],[],[],1,1526342400
1573404,1010491,5,21,39,10,6273,4,[],[],[],[],[],"[413249, 375692, 375691, 1082125]",0,1533340800
652695,783370,1,21,39,6,3503,6,[],[],[],[],"[523385, 915693, 1125146, 811263]","[940229, 991527, 327081, 913486, 535720, 491733]",1,1532390400
2633953,519642,3,21,39,8,15075,3,[],[],[],[],[],[],0,1504137600
1440399,609067,4,21,39,8,11626,4,[],[],[],[],"[682911, 444889, 1247071, 1170085]","[188705, 856278, 497653, 322155, 694076]",0,1522368000
80114,851392,2,21,39,6,3365,3,[],[],[],[],[],[],0,1504656000
735983,626809,3,21,34,9,5939,3,[],[],[],[],[],[],1,1508976000
533428,825901,1,21,39,9,11626,4,[],[],[],[],[],[],1,1519689600
735994,365604,0,21,34,9,13717,3,[],[],"[387504, 293217]",[],"[387504, 293217]",[],0,1522627200
747435,694075,2,21,39,10,15081,4,[],[],[],[],[],[],1,1518566400
1984856,1054587,4,21,39,5,11626,4,[],[],[],"[1319747, 382928, 536999, 1167435]",[],"[930193, 638577, 689787, 1109637, 1332473, 1081193, 615099, 1082654, 798370, 522041, 1319747, 382928, 536999, 1167435]",0,1521763200
1157791,342345,2,21,39,8,21452,4,[],[],[],[],[],[],1,1525219200
2708306,1233136,6,21,39,9,11626,4,[],[1164255],[],"[1262746, 1047289, 1164255]",[],"[1262746, 1047289, 1164255]",0,1510444800
2326652,395975,3,21,37,9,12658,3,[],[],[],[],[],[],0,1516838400
1168518,866660,5,21,39,6,2764,5,[],[],[],[],[],[],0,1510358400
164884,1280926,6,21,39,8,16199,4,[],[],[],[],[],"[504192, 515727, 710147]",0,1518912000
1410287,1047825,3,21,27,9,14209,4,[],[],[],[],[],[],0,1530144000
