click,purchase,userid,121,122,124,125,126,127,128,129,itemid,domain,207,210,216,508,509,702,853,301,109_14,110_14,127_14,150_14,D109_14,D110_14,D127_14,D150_14,D508,D509,D702,D853,train_tag
0,0,199947,1,8,1,5,0,1,1,3,1447,2,15793,12988,0,23,0,0,1760,3,37,1473,291,1,2,0,2,5,3,0,0,4,0
0,0,128739,6,1,1,1,1,1,1,4,1447,2,15793,6757,0,23,13153,0,4282,3,594,52031,44772,322,0,1,1,1,3,0,0,1,0
0,0,117235,6,1,1,1,1,1,1,3,1447,2,15793,2908,0,23,0,0,0,3,7,1616,3369,39,1,0,1,2,1,0,0,0,2
0,0,129675,1,5,1,2,0,2,1,0,1440,2,15764,15597,8956,23,0,0,262,3,122,5917,252,38,4,0,1,1,2,0,0,0,2
0,0,0,1,2,2,2,0,1,1,0,1439,2,15763,758,0,0,0,0,0,1,24,0,9131,1240,0,0,4,0,0,0,0,0,2
0,0,127094,0,0,0,0,0,0,0,0,1434,0,1423,1587,913,117,276,257,331,3,93,162,992,38,4,0,4,6,6,0,0,5,2
0,0,120874,1,9,2,5,0,1,1,2,1414,16,15586,11947,7836,0,0,0,0,3,2,32219,5904,678,2,1,2,0,0,0,0,0,0
0,0,185802,17,11,1,6,3,1,1,2,1411,3,15556,10146,8856,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,1
0,0,115991,1,5,1,2,0,3,1,0,1411,3,15556,506,8856,0,0,0,0,1,290,600,356,194,0,2,1,0,0,0,0,0,0
0,0,148574,0,0,0,0,0,0,0,0,1408,2,5281,2933,51,23,0,16,185,3,60,1186,11969,1,0,0,3,4,4,0,4,3,0
0,0,125934,22,8,1,5,1,1,1,2,1405,0,1187,715,741,117,237,224,0,1,53,64074,178,9982,3,0,1,5,2,6,6,0,0
0,0,190264,1,7,2,4,0,1,1,3,1402,6,15393,1307,896,221,0,253,0,1,733,20790,177,497,0,0,5,4,0,0,0,0,0
0,0,105803,1,5,1,2,0,1,1,0,1400,0,15341,1313,2981,117,0,0,413,3,462,36212,7833,194,1,0,4,3,3,0,0,1,2
0,0,48058,1,5,1,2,0,2,1,0,1400,0,15341,1313,2981,0,0,0,0,3,93,737,957,94,0,0,1,4,0,0,0,0,0
0,0,14535,0,0,0,0,0,0,0,0,1393,1,15310,1430,8732,12,0,0,0,3,1015,10785,7558,493,1,0,1,0,0,0,0,0,0
0,0,178278,0,0,0,0,0,0,0,0,1388,0,15316,1311,8730,117,55815,30525,1764,3,280,2474,880,176,1,1,1,4,6,1,1,4,0
0,0,72359,1,6,1,4,0,1,1,0,1388,0,15316,1313,8730,0,0,0,331,3,0,0,0,20893,0,0,0,2,0,0,0,2,0
0,0,60572,0,0,0,0,0,0,0,0,1385,1,15306,124,8725,12,82673,42824,6,3,36,9068,644,388,1,0,1,3,5,1,1,5,0
0,0,0,0,0,0,0,0,0,0,0,1378,2,15291,2908,53,23,0,0,185,3,87,3530,6459,38,0,0,1,0,1,0,0,1,2
0,0,110247,1,2,2,2,0,1,1,3,1375,0,15231,1588,8686,117,0,0,0,3,1054,128,8267,23254,0,0,1,2,1,0,0,0,0
0,0,145662,1,5,1,2,0,1,1,2,1374,2,15227,5657,0,0,0,0,0,1,1740,15360,771,54,0,1,1,1,0,0,0,0,2
0,0,132035,8,1,1,1,1,1,1,2,1369,0,9879,655,5705,117,4863,3594,142,3,70,4335,4,9388,4,0,1,4,6,2,2,3,2
0,0,133274,1,3,2,1,0,1,1,3,1363,1,15094,16766,0,12,0,0,55,3,1395,11902,308,346,1,0,1,1,1,0,0,1,2
0,0,3099,1,5,1,2,0,1,1,4,1363,1,15094,296,0,12,0,0,0,1,23,3162,2497,337,0,0,1,2,1,0,0,0,0
0,0,162904,1,1,1,1,0,2,1,0,1347,0,3837,1587,53,117,0,0,331,3,2681,8498,8680,2303,1,0,1,4,3,0,0,1,0
0,0,14923,6,1,1,1,1,1,1,4,1346,5,14986,746,0,0,0,0,0,3,4,1463,36,38,2,3,5,3,0,0,0,0,2
0,0,182632,1,6,1,4,0,1,1,4,1338,0,14950,706,0,117,0,0,168,3,176,591,52,156,6,0,2,1,5,0,0,2,2
0,0,114734,6,1,1,1,1,1,1,3,1331,0,14934,655,0,117,0,0,145,3,144,1971,16319,28,0,0,1,0,1,0,0,0,0
0,0,193179,1,1,1,1,0,3,1,0,1326,17,14861,15374,0,0,0,0,0,1,169,20,271,7034,0,0,6,1,0,0,0,0,0
0,0,20787,8,1,1,1,1,1,1,2,1315,0,1132,1923,700,117,0,0,4491,1,341,6296,678,415,2,0,1,2,5,0,0,3,1
0,0,60672,1,6,1,4,3,1,1,0,1310,0,14739,655,8436,117,2831,2237,0,3,571,3844,355,44,2,4,4,3,2,2,2,0,0
0,0,0,22,8,1,5,1,1,1,2,1310,0,14739,1313,8436,117,2831,2237,0,3,1008,43135,8324,6516,0,2,1,2,2,1,1,0,2
0,0,117633,1,8,1,5,0,1,2,3,1300,2,14657,2908,53,23,23453,17,1918,3,36,48949,177,44,1,0,1,4,2,0,4,1,0
0,0,42004,0,0,0,0,0,0,0,0,1281,18,14410,9727,1592,0,0,0,0,3,1,233,752,1,3,1,2,4,0,0,0,0,0
0,0,0,1,7,2,4,0,2,1,2,1281,18,14410,17972,1592,0,0,0,0,3,1475,10700,4095,8554,0,0,1,0,0,0,0,0,1
0,0,186576,1,7,2,4,0,3,1,0,1275,3,14387,527,8225,64,0,0,1057,3,14,200,37039,727,1,0,3,3,3,0,0,3,1
0,0,169844,1,6,1,4,0,1,1,1,1269,2,14241,6428,8113,23,0,0,0,3,167,88,1194,1825,0,0,3,1,2,0,0,0,0
0,0,12201,18,8,1,5,3,1,2,3,1269,2,14241,1519,8113,23,0,0,185,3,2,0,4665,2390,0,1,1,1,2,0,0,2,2
0,0,164554,0,0,0,0,0,0,0,0,1267,4,14226,1668,8105,0,0,0,0,1,34,90,18737,1202,0,1,1,0,0,0,0,0,0
0,0,126635,1,10,2,6,0,3,1,0,1267,4,14226,1309,8105,0,0,0,0,1,189,1098,20315,187,1,1,1,0,0,0,0,0,0
0,0,4778,1,3,2,1,0,2,1,0,1267,4,14226,1309,8105,21,0,0,347,1,15,4532,456,2312,1,2,1,2,1,0,0,0,0
0,0,164894,22,8,1,5,1,1,1,2,1266,0,3709,660,0,117,0,0,932,3,49,1604,1675,1,2,0,1,1,6,0,0,5,1
0,0,38831,1,6,1,4,0,1,1,3,1266,0,3709,660,0,117,0,0,168,1,938,22600,5,44,1,1,1,1,5,0,0,4,1
0,0,108873,22,8,1,5,3,1,1,2,1261,1,14179,8550,0,12,0,0,0,3,203,17034,22409,28,0,0,1,0,2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1261,1,14179,8550,0,12,0,0,59,3,122,233,12738,298,0,2,2,2,2,0,0,1,1
0,0,95256,1,5,1,2,0,1,1,2,1259,0,14107,655,8043,117,0,0,331,1,1943,31419,29360,2595,2,2,1,4,5,0,0,5,2
0,0,189574,18,8,1,5,1,1,2,3,1255,0,14101,1587,8039,117,0,0,145,1,341,162,294,6003,0,2,1,1,2,0,0,1,0
0,0,117703,23,6,1,4,1,1,1,4,1255,0,14101,1311,8039,117,0,0,145,1,49,2465,3973,38,0,0,1,4,4,0,0,3,2
0,0,0,1,6,1,4,0,1,1,4,1255,0,14101,1530,8039,117,0,0,331,1,38,1770,12979,340,2,0,1,1,3,0,0,2,2
0,0,206743,11,6,1,4,1,1,1,2,1242,4,14022,164,8012,21,0,0,348,1,44,45358,1460,38,1,0,1,1,1,0,0,2,0
0,0,0,1,3,2,1,0,2,1,2,1242,4,14022,191,8012,0,0,0,0,3,1083,0,3031,2817,1,0,3,0,0,0,0,0,1
0,0,163640,22,8,1,5,1,1,1,2,1238,1,13951,60,0,12,0,0,0,3,945,2588,520,38,2,2,1,4,2,0,0,0,0
0,0,65831,1,9,2,5,3,1,1,0,1238,1,13951,7577,0,12,8447,0,59,3,385,497,177,1037,0,0,1,2,3,2,0,1,1
0,0,13892,22,8,1,5,1,1,1,2,1236,9,13920,10267,0,0,0,0,0,3,23,3587,17,38,0,0,1,3,0,0,0,0,1
0,0,130948,1,5,1,2,1,1,1,0,1235,0,10645,1479,6133,117,0,0,0,3,31,14940,4122,36,1,0,1,1,4,0,0,0,0
0,0,117964,1,1,1,1,0,1,1,4,1235,0,10645,1479,6133,117,0,0,572,3,38,8791,847,352,0,1,1,1,3,0,0,1,0
0,0,42415,0,0,0,0,0,0,0,0,1232,0,13852,1653,0,117,0,0,413,3,571,162,9171,534,1,2,1,0,5,0,0,3,0
0,0,134038,28,6,1,4,3,1,1,4,1230,0,13796,655,0,117,0,0,0,3,38,17443,2185,2510,4,0,1,1,1,0,0,0,0
0,0,0,1,7,2,4,0,2,1,0,1221,0,13636,75449,141,0,0,0,0,1,84,0,1682,84,0,0,1,0,0,0,0,0,1
0,0,93000,14,2,2,2,1,1,1,2,1211,24,13310,28139,3728,0,0,0,0,3,869,1078,263,21,0,1,2,1,0,0,0,0,0
0,0,6582,1,1,1,1,0,1,1,0,1200,0,13223,706,7554,117,0,0,0,1,971,5835,1358,131,1,0,1,2,3,0,0,0,0
0,0,136975,0,0,0,0,0,0,0,0,1196,3,13126,8959,7485,64,0,0,0,3,9,4646,115,44,0,1,5,6,1,0,0,0,0
0,0,0,65,6,1,4,1,1,1,4,1196,3,13126,494,7485,64,0,0,0,1,413,5243,406,2625,3,2,1,1,0,0,0,0,0
0,0,162339,1,8,1,5,0,3,2,0,1195,1,13125,60,7484,12,0,0,55,3,327,10655,5,303,0,2,1,1,4,0,0,4,0
0,0,27878,7,7,2,4,1,1,1,1,1192,8,13117,4644,7479,0,0,0,0,1,312,887,1269,2823,1,0,1,1,0,0,0,0,2
0,0,81284,1,3,2,1,0,1,1,2,1187,3,13082,527,7458,64,0,0,461,1,1145,32,9,38,2,3,1,0,2,0,0,1,0
0,0,0,1,2,2,2,0,1,1,4,1187,3,13082,527,7458,64,0,0,4065,3,126,503,31649,310,1,0,1,1,3,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,1177,0,12871,716,53,117,0,17,148,3,49,0,18009,1009,1,1,1,1,3,0,1,3,2
0,0,194008,1,5,1,2,0,1,1,0,1176,0,12855,706,4952,117,0,0,142,3,144,88582,29,38,1,0,1,3,4,0,0,2,0
0,0,108529,39,1,1,1,3,1,1,4,1175,0,12841,706,0,0,0,0,0,3,76,55081,1967,3013,0,0,1,3,0,0,0,0,0
0,0,44281,1,11,1,6,0,2,1,0,1173,1,12778,297,53,12,2390,0,55,3,48,24770,340,187,3,0,1,1,5,0,0,5,0
0,0,128390,1,5,1,2,0,1,1,3,1171,0,12762,2604,7279,117,0,0,0,3,313,20246,151,48,0,0,1,1,1,0,0,0,0
0,0,154760,0,0,0,0,0,0,0,0,1154,0,1381,655,1491,117,269,1711,331,3,23,820,27858,937,0,0,1,2,3,2,2,2,0
0,0,95259,1,7,2,4,0,1,1,2,1154,0,1381,706,1491,117,0,0,0,3,45,42263,14254,678,3,2,1,2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1154,0,1381,1313,1491,0,0,0,0,3,122,1525,153,163,3,0,1,1,0,0,0,0,2
0,0,123006,1,6,1,4,0,1,1,3,1144,0,12601,716,0,0,0,0,0,1,7,3343,1203,270,4,2,3,1,0,0,0,0,0
0,0,31728,1,11,1,6,0,1,1,4,1142,0,12595,3330,7193,117,0,0,351,3,657,904,7799,1,0,0,2,3,6,0,0,4,2
0,0,207824,1,8,1,5,0,1,1,4,1140,0,12592,655,0,117,0,0,331,3,193,5131,9,38,0,1,1,7,6,0,0,5,0
0,0,28907,1,6,1,4,0,1,1,4,1126,1,12432,6173,0,12,0,0,0,3,7,10065,1954,298,1,1,1,3,3,0,0,0,1
1,0,200630,15,8,1,5,1,1,1,3,1125,17,12425,9561,7103,1051,0,0,2274,3,1381,7592,8649,1721,0,1,1,0,1,0,0,2,0
0,0,78608,39,1,1,1,3,1,1,3,1125,17,12425,8538,7103,0,0,0,0,3,540,93716,30460,141,1,1,1,2,0,0,0,0,0
0,0,145119,47,5,1,2,1,1,1,4,1124,0,12378,2604,51,117,0,16,619,1,278,2835,2341,38,2,0,1,1,3,0,0,2,1
0,0,152657,22,8,1,5,3,1,1,2,1122,0,1381,1923,0,117,269,0,148,1,84,4339,2214,94,3,0,1,1,3,0,0,2,0
1,0,147413,1,7,2,4,0,3,1,0,1122,0,1381,1311,1491,117,0,0,331,3,60,10831,1341,38,0,0,1,1,3,0,0,0,2
0,0,41451,1,1,1,1,0,1,1,2,1122,0,1381,660,1491,117,0,0,148,1,93,5824,1640,54,1,1,1,1,1,0,0,2,1
0,0,88447,23,6,1,4,1,1,1,4,1118,0,11891,1311,6782,117,0,0,0,1,1511,202,17486,4384,3,0,1,3,3,0,0,0,1
0,0,176205,1,8,1,5,0,1,1,2,1117,2,12342,5971,76,23,0,23,185,1,327,306,4026,346,3,0,1,1,1,0,1,0,1
0,0,159219,22,8,1,5,3,1,1,2,1117,2,12342,1016,76,23,0,0,1018,3,193,5025,13736,38,2,0,1,0,2,0,0,2,0
0,0,53344,8,1,1,1,1,1,1,2,1117,2,12342,11016,76,23,0,0,0,1,1028,28226,10370,10376,2,0,1,1,2,0,0,0,0
0,0,0,1,7,2,4,1,2,1,0,1105,4,12235,2540,0,0,0,0,0,1,45,176,31626,80,0,0,1,0,0,0,0,0,1
0,0,43302,18,8,1,5,1,1,2,3,1101,6,11974,8187,6836,0,0,0,0,1,211,13815,15581,1037,3,2,1,5,0,0,0,0,0
0,0,149549,17,11,1,6,3,1,1,0,1098,0,11891,1311,6782,117,0,0,148,3,20,452,6222,44,1,2,3,4,3,0,0,3,0
0,0,86355,1,8,1,5,0,3,1,0,1098,0,11891,8214,6782,117,2209,1726,145,1,2866,39407,20314,43,0,1,1,1,4,0,0,2,1
0,0,77159,23,6,1,4,1,1,1,3,1098,0,11891,1311,6782,117,0,0,1764,3,60,7586,239,346,0,0,1,4,3,0,0,1,2
0,0,154575,24,2,2,2,3,1,1,2,1087,2,11806,5529,0,23,0,0,1918,3,61,30,1817,3770,2,0,1,1,5,0,0,0,2
0,0,77739,1,8,1,5,3,1,1,0,1087,2,11806,1309,0,23,0,0,3010,3,44,2023,535,28,0,1,1,1,2,0,0,0,0
0,0,139617,15,8,1,5,1,1,1,4,1085,0,11784,1530,0,117,2191,0,157,3,176,2470,5538,94,1,0,1,2,5,2,0,3,1
0,0,0,23,6,1,4,1,1,1,3,1085,0,11784,681,0,117,0,0,145,1,38,5259,42,38,1,0,1,4,4,0,0,3,1
1,1,121126,1,1,1,1,0,1,1,2,1084,0,11778,689,2197,117,0,0,0,3,1278,3861,3407,45,0,0,1,0,2,0,0,0,0
0,0,101074,1,1,1,1,0,3,1,0,1083,2,9840,1519,5679,23,4457,3321,2506,1,546,1921,8461,740,0,0,1,1,3,0,0,1,0
0,0,65033,1,7,2,4,0,1,1,4,1083,2,9840,1519,5679,23,0,0,185,3,93,32515,294,101,1,0,1,1,2,0,0,2,0
1,0,0,1,1,1,1,0,1,1,4,1083,2,9840,2908,5679,0,0,0,0,1,323,0,3707,117,1,0,1,0,0,0,0,0,1
0,0,46899,14,2,2,2,1,1,1,2,1077,2,11749,88,6707,23,2178,1700,1018,1,413,18914,1001,167,1,0,1,5,4,3,3,2,1
0,0,99325,11,6,1,4,1,1,1,2,1057,5,11629,1871,0,0,0,0,0,3,24,1432,4059,2729,0,0,1,1,0,0,0,0,0
0,0,187670,0,0,0,0,0,0,0,0,1051,1,11616,4508,6645,0,0,0,0,3,49,116,15271,15893,0,1,1,0,0,0,0,0,0
0,0,142434,1,6,1,4,0,1,1,4,1038,4,11540,4258,0,0,0,0,588,3,203,55765,4311,348,0,0,1,1,0,0,0,1,0
0,0,196507,53,5,1,2,1,1,1,2,1037,8,11487,9032,239,98,0,0,3996,3,54,69396,216,130,0,2,4,0,0,0,0,0,1
0,0,140155,22,8,1,5,3,1,1,2,1037,8,11487,12711,239,98,0,0,0,3,473,8416,416,545,3,0,1,1,1,0,0,0,0
0,0,209260,45,6,1,4,3,1,2,2,1035,1,11460,297,0,0,0,0,0,1,93,971,569,576,2,0,1,3,0,0,0,0,2
0,0,162207,18,8,1,5,1,1,2,2,1035,1,11460,6426,0,12,0,0,0,3,34,462,4228,83,3,0,2,1,0,0,0,0,0
0,0,119404,1,5,1,2,3,1,1,0,1031,0,11448,655,1087,117,0,0,146,3,10,2377,4902,38,2,1,1,5,6,0,0,4,0
0,0,29286,1,8,1,5,0,1,1,0,1029,0,11442,655,6556,117,0,0,331,3,338,4572,12200,38,0,0,1,3,4,0,0,2,0
0,0,11431,28,6,1,4,3,1,1,4,1029,0,11442,655,6556,117,0,0,0,3,688,820,173,44,3,0,2,0,2,0,0,0,1
0,0,0,1,1,1,1,3,2,1,0,1026,0,11434,716,51,117,0,16,351,3,38,18355,4547,44,2,0,1,1,4,0,1,2,2
0,0,173209,1,7,2,4,0,1,1,4,1021,3,5398,527,3238,64,0,0,0,1,54,1278,1851,44,1,1,1,0,1,0,0,0,0
0,0,134080,1,6,1,4,0,1,1,3,1018,3,11242,3033,0,64,0,0,0,1,60,944,1097,0,3,3,1,4,0,0,0,0,2
1,0,199285,0,0,0,0,0,0,0,0,1013,16,7191,1192,2262,0,0,1022,0,1,93,3471,5544,348,2,0,1,2,0,0,0,0,0
0,0,104182,0,0,0,0,0,0,0,0,1011,0,11076,706,53,117,0,17,142,1,795,87222,13986,14558,3,0,1,1,1,0,1,0,0
0,0,0,14,2,2,2,1,1,1,2,1011,0,11076,1313,53,117,0,17,351,3,4427,307,0,173,0,0,2,0,6,0,4,5,2
0,0,99800,1,1,1,1,0,2,1,0,1010,0,11075,706,0,117,0,0,142,3,81,162,678,44,0,4,4,1,1,0,0,1,0
0,0,15565,45,6,1,4,3,1,1,2,1009,0,11074,706,0,0,0,0,0,3,38,9281,2000,156,1,0,1,4,0,0,0,0,2
0,0,202176,1,6,1,4,0,1,1,0,1007,1,4751,1430,2869,0,0,0,0,1,164,24512,4933,171,0,0,2,1,0,0,0,0,0
0,0,201285,0,0,0,0,0,0,0,0,1007,1,4751,296,2869,12,0,0,0,3,6,2210,408,8437,0,0,1,3,0,0,0,0,0
0,0,0,23,6,1,4,1,1,1,4,1007,1,4751,296,2869,12,0,0,0,1,1057,17730,2200,527,2,2,1,1,1,0,0,0,1
0,0,171289,0,0,0,0,0,0,0,0,997,3,10985,360,6305,0,0,0,0,3,1656,63257,35321,6226,2,1,1,0,0,0,0,0,0
0,0,137260,31,9,2,5,3,1,1,4,997,3,10985,527,6305,64,0,0,0,3,43,20227,27228,460,0,0,1,3,1,0,0,0,0
0,0,93995,0,0,0,0,0,0,0,0,988,3,10954,3191,6287,64,0,0,0,3,198,17577,356,10548,1,0,1,2,1,0,0,0,0
0,0,82562,22,8,1,5,1,1,1,2,986,3,10943,3033,6276,64,2809,2216,0,1,6,253,12672,1516,0,0,2,0,0,0,0,0,0
0,0,14777,1,1,1,1,0,2,1,0,984,0,10924,1530,0,117,0,0,142,3,1145,10918,714,12,1,2,1,0,3,0,0,0,0
0,0,133093,1,2,2,2,0,1,1,3,982,0,7066,1589,4162,0,0,0,0,3,70,34198,3673,5580,3,0,1,1,0,0,0,0,0
0,0,0,1,5,1,2,0,1,1,0,982,0,7066,1513,4162,117,0,0,168,3,4,35,1466,38,1,0,1,3,3,0,0,1,1
0,0,158078,1,5,1,2,0,1,1,0,981,0,4666,706,2817,117,0,0,145,1,23,21871,3085,173,3,1,1,1,5,0,0,2,0
0,0,95233,1,6,1,4,0,3,1,0,976,0,10906,655,6252,117,0,0,331,3,122,16390,2607,2788,3,0,1,0,3,0,0,1,0
0,0,88846,1,11,1,6,0,1,1,0,972,0,10890,655,53,117,0,17,148,3,176,476,5,38,0,0,2,2,4,0,4,3,0
0,0,31666,1,5,1,2,0,1,1,4,971,0,10887,1589,6241,117,0,0,0,3,98,6877,389,94,2,0,1,3,1,0,0,0,0
0,0,0,27,8,1,5,1,2,1,3,963,1,10785,1028,15,12,0,0,0,3,60,204,1231,1220,1,0,1,0,1,0,0,0,2
0,0,106780,0,0,0,0,0,0,0,0,962,3,10780,3253,6201,64,0,0,0,1,7,204,4537,31,0,1,3,4,0,0,0,0,0
0,0,37557,1,5,1,2,0,1,1,1,956,4,10685,3441,0,0,0,0,0,1,2983,230,14269,996,1,2,1,0,0,0,0,0,0
0,0,43919,1,5,1,2,3,2,1,0,949,0,10655,706,6141,0,0,0,0,3,157,24629,15733,194,2,0,3,0,0,0,0,0,0
0,0,0,1,5,1,2,1,1,1,0,949,0,10655,655,6141,0,0,0,0,1,60,29762,4893,54,1,1,1,1,0,0,0,0,1
0,0,72176,17,11,1,6,3,1,1,2,948,0,10645,1479,6133,117,0,0,438,3,81,1078,2243,248,0,0,1,0,3,0,0,3,2
0,0,40251,0,0,0,0,0,0,0,0,948,0,10645,682,6133,117,0,0,0,3,4,17710,241,101,3,1,2,6,3,0,0,0,0
0,0,32813,18,8,1,5,3,1,2,3,948,0,10645,1313,6133,117,0,0,438,3,6,2013,246,38,0,0,1,4,5,0,0,2,1
0,0,49385,1,7,2,4,0,1,1,2,946,10,324,18129,194,0,0,0,0,1,164,5041,757,9906,2,2,5,1,0,0,0,0,0
0,0,0,18,8,1,5,1,1,2,2,946,10,324,7298,194,0,46,49,0,3,398,42,8984,2579,1,3,2,4,0,6,6,0,0
0,0,172599,3,1,1,1,1,1,1,1,938,0,10495,655,0,117,0,0,556,3,62,3608,56,38,0,0,1,3,4,0,0,1,0
0,0,70717,1,6,1,4,0,1,1,3,938,0,10495,655,0,117,0,0,331,3,7,32,1222,38,2,0,1,4,5,0,0,3,0
0,0,63842,44,5,1,2,1,1,1,2,928,0,10341,5070,5960,117,0,0,619,3,4,0,13226,38,1,2,1,1,2,2,2,1,1
0,0,96188,1,5,1,2,0,1,1,2,920,5,10303,1871,0,0,0,0,0,3,1814,25865,153,2430,0,1,1,0,0,0,0,0,0
0,0,98358,1,6,1,4,2,1,1,0,896,4,10185,390,5891,21,0,0,0,1,53,886,2224,24,3,0,1,1,0,0,0,0,0
0,0,24108,14,2,2,2,1,1,1,2,896,4,10185,1678,5891,21,0,0,507,3,654,865,35865,922,1,3,2,2,2,0,0,2,1
0,0,128415,1,8,1,5,0,1,1,3,893,2,10118,5971,5847,23,6454,13053,0,1,66,31091,633,1,6,1,3,4,1,0,0,0,0
0,0,198638,1,1,1,1,0,1,1,3,890,0,10044,1313,0,117,0,0,145,3,61,518,504,891,0,0,1,2,4,0,0,3,1
0,0,183727,0,0,0,0,0,0,0,0,885,1,9958,1972,5755,12,0,0,0,3,166,7621,515,94,1,0,1,2,3,0,0,0,1
0,0,0,1,5,1,2,0,1,1,0,885,1,9958,1972,5755,0,0,0,0,1,214,17266,235,12,0,0,1,2,0,0,0,0,2
0,0,12841,1,1,1,1,0,1,1,4,883,7,9951,6935,5749,0,0,0,0,3,67,9837,646,837,0,0,1,0,0,0,0,0,2
1,0,76960,20,9,2,5,3,1,1,2,881,0,9924,682,0,117,0,0,438,3,176,4593,1901,7176,5,2,2,0,6,0,0,6,2
0,0,0,0,0,0,0,0,0,0,0,870,0,9869,655,5700,117,0,0,331,3,94,0,101,9394,0,2,1,0,0,0,0,0,2
0,0,196974,11,6,1,4,1,1,1,2,867,2,9859,97,5688,23,0,0,3008,1,405,746,56,21793,4,0,1,1,1,0,0,1,0
0,0,0,1,1,1,1,0,3,1,0,866,2,9857,11174,125,23,0,28,185,1,643,10647,1078,1,0,0,1,1,2,0,0,2,1
0,0,155420,58,2,2,2,1,1,1,3,863,5,9849,1871,0,25,0,0,0,3,390,1584,559,156,1,1,1,2,1,0,0,0,0
0,0,204465,0,0,0,0,0,0,0,0,860,0,9839,655,5678,117,0,0,331,3,7,5865,2686,38,2,5,2,5,6,0,0,4,0
0,0,112869,1,6,1,4,0,2,1,0,860,0,9839,706,5678,117,5019,3701,331,3,60,626,1495,455,5,1,3,5,4,0,0,2,0
0,0,87578,1,1,1,1,0,1,1,0,857,2,9816,5971,51,0,0,16,0,1,35,38391,223,415,3,3,2,3,0,0,4,0,0
0,0,146454,1,8,1,5,0,3,1,0,854,0,9810,706,0,117,0,0,619,3,93,1064,283,1,2,0,1,4,3,0,0,2,0
0,0,0,48,4,1,3,1,1,1,2,850,0,1132,660,700,117,395,338,932,1,582,8757,1739,302,0,0,2,3,1,1,1,0,0
0,0,51546,8,1,1,1,1,1,1,2,843,2,9641,97,5577,23,0,0,185,1,280,16832,17434,1198,1,2,2,1,3,0,0,2,0
0,0,96634,1,10,2,6,0,1,1,0,835,3,9563,1646,3289,64,0,0,0,1,78,103319,5471,18448,2,1,1,3,0,0,0,0,0
0,0,167771,0,0,0,0,0,0,0,0,832,4,9553,11929,0,0,0,0,0,3,4877,7125,45586,2158,0,0,1,1,0,0,0,0,0
0,0,111454,1,1,1,1,0,3,1,0,828,1,9537,6426,5523,12,0,0,1992,3,49,580,1495,38,3,0,1,2,3,0,0,2,0
0,0,178656,0,0,0,0,0,0,0,0,819,3,9494,3033,0,64,0,0,326,3,575,81845,830,506,2,0,1,1,3,0,0,4,1
0,0,183828,76,7,2,4,3,2,1,1,814,3,9444,6496,5473,64,0,0,2810,3,82,987,193,542,1,0,1,2,0,0,0,0,0
0,0,161143,0,0,0,0,0,0,0,0,809,1,9332,4508,5416,12,0,0,6,3,270,60694,910,19241,2,0,1,0,3,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,809,1,9332,7427,5416,12,0,0,6,3,37,162,1097,346,0,0,1,5,6,0,0,0,2
0,0,201856,1,9,2,5,0,1,1,3,804,0,9179,689,53,117,0,17,351,3,2057,70716,108,2962,0,0,1,0,1,0,0,0,0
0,0,62724,1,1,1,1,0,1,1,0,797,1,9122,1972,0,12,0,0,0,3,99,746,603,38,3,0,1,6,4,0,0,0,1
0,0,32045,1,5,1,2,0,3,1,0,797,1,9122,15448,0,12,0,0,6,3,294,4286,2157,2407,2,0,1,2,1,0,0,0,0
1,0,0,1,6,1,4,0,1,1,0,797,1,9122,1972,0,12,3025,0,0,3,199,102569,16207,506,2,0,1,1,3,0,0,0,2
0,0,175400,1,7,2,4,0,2,1,0,788,4,8810,4275,0,0,0,0,0,3,1382,6910,977,889,0,2,2,6,0,0,0,0,2
0,0,30645,0,0,0,0,0,0,0,0,786,4,8808,1773,473,21,0,0,0,3,144,75319,8586,117,0,0,1,2,1,0,0,0,0
0,0,209487,1,11,1,6,0,2,1,3,779,1,8764,803,0,12,0,0,261,3,49,3883,218,1,0,0,1,3,4,0,0,1,1
0,0,0,1,11,1,6,0,1,1,3,777,1,8757,297,41,12,0,0,200,3,122,15163,9286,38,4,0,4,4,2,0,0,0,1
0,0,129786,11,6,1,4,1,1,1,2,774,24,8722,33250,3728,0,0,0,0,3,203,52332,9947,1,2,0,1,3,0,0,0,0,0
0,0,3781,54,6,1,4,2,1,1,2,774,24,8722,26100,3728,0,0,0,0,1,1071,3730,2887,43,0,1,1,5,0,0,0,0,0
0,0,0,1,1,1,1,3,1,1,0,774,24,8722,4704,3728,834,5106,1287,1980,3,60,32952,104,483,1,4,4,1,1,1,1,1,2
0,0,0,0,0,0,0,0,0,0,0,774,24,8722,63567,3728,834,0,1287,7947,3,1879,24474,245,38,1,0,1,2,1,0,1,1,1
0,0,0,1,7,2,4,0,1,1,4,774,24,8722,25721,3728,834,5106,1287,0,3,186,1422,4150,400,0,0,4,1,0,0,0,0,1
0,0,0,22,8,1,5,1,1,1,1,774,24,8722,61065,3728,0,0,0,0,1,98,2149,1331,54,4,1,5,3,0,0,0,0,1
